City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,tual,-5.6667,132.75,132.75,85,86,8.95,ID,1722819332
287,fremont,37.5483,-121.9886,-121.9886,64,0,7.2,US,1722819333
288,turriff,57.5384,-2.4593,-2.4593,95,100,6.23,GB,1722819334
289,rio claro,-22.4114,-47.5614,-47.5614,60,56,2.62,BR,1722819335
290,pagar alam,-4.0167,103.2667,103.2667,84,5,0.3,ID,1722819337
291,nouadhibou,20.931,-17.0347,-17.0347,88,40,4.63,MR,1722819085
292,kabalo,-6.05,26.9167,26.9167,31,22,1.03,CD,1722819339
293,kingscliff,-28.2667,153.5667,153.5667,60,99,3.6,AU,1722819340
294,pimenta bueno,-11.6725,-61.1936,-61.1936,38,0,1.71,BR,1722819341
295,la passe,45.5549,-0.8967,-0.8967,91,0,2.84,FR,1722819343
296,manali,13.1667,80.2667,80.2667,96,99,3.5,IN,1722819344
297,punxsutawney,40.9437,-78.9709,-78.9709,83,0,1.41,US,1722819345
298,trincomalee,8.5711,81.2335,81.2335,84,15,5.44,LK,1722819346
299,mareeba,-17.0,145.4333,145.4333,81,38,3.66,AU,1722819347
300,nicoya,10.1483,-85.452,-85.452,96,100,1.03,CR,1722819349
301,brookings,44.3114,-96.7984,-96.7984,94,75,4.12,US,1722818965
302,novosokol'niki,56.3463,30.1578,30.1578,96,24,1.83,RU,1722819351
303,gaigeturi,33.4644,126.3183,126.3183,70,20,4.12,KR,1722819352
304,lhokseumawe,5.1801,97.1507,97.1507,80,100,1.3,ID,1722819353
305,pacific grove,36.6177,-121.9166,-121.9166,85,75,4.12,US,1722819355
306,nar'yan-mar,67.6713,53.087,53.087,74,94,6.35,RU,1722819120
307,preobrazheniye,42.9019,133.9064,133.9064,70,99,3.31,RU,1722819357
308,mili,6.0815,171.735,171.735,77,34,6.35,MH,1722819344
309,salalah,17.0151,54.0924,54.0924,94,100,1.03,OM,1722819132
310,arkhangel'sk,64.5401,40.5433,40.5433,100,75,3.0,RU,1722819361
311,thompson,55.7435,-97.8558,-97.8558,35,40,4.63,CA,1722818877
312,codrington,-38.2667,141.9667,141.9667,56,7,2.91,AU,1722819364
313,pozuelo de alarcon,40.4329,-3.8134,-3.8134,27,0,5.36,ES,1722819365
314,floro,61.5996,5.0328,5.0328,88,100,2.57,NO,1722819366
315,natal,-5.795,-35.2094,-35.2094,88,20,3.09,BR,1722818684
316,sarina,-21.4333,149.2167,149.2167,1,99,4.04,AU,1722819369
317,vadso,70.0744,29.7487,29.7487,100,100,5.14,NO,1722819370
318,enshi,30.3,109.4833,109.4833,87,100,0.15,CN,1722819371
319,novaya igirma,57.1334,103.9112,103.9112,55,2,1.55,RU,1722819372
320,belokurikha,51.9959,84.9896,84.9896,68,100,1.63,RU,1722819373
321,weyburn,49.6668,-103.8511,-103.8511,49,100,8.23,CA,1722819375
322,megion,61.0296,76.1136,76.1136,87,100,0.8,RU,1722819376
323,gamba,-2.65,10.0,10.0,79,92,2.23,GA,1722819377
324,saldanha,-33.0117,17.9442,17.9442,60,10,3.1,ZA,1722819378
325,toguchin,55.2353,84.3858,84.3858,90,100,2.09,RU,1722819380
326,luang namtha,20.9497,101.4011,101.4011,100,100,1.03,LA,1722819382
327,acapulco de juarez,16.8634,-99.8901,-99.8901,70,75,1.54,MX,1722818762
328,muisne,0.6,-80.0333,-80.0333,86,93,5.22,EC,1722819384
329,wolmaransstad,-27.1974,25.9831,25.9831,42,100,4.46,ZA,1722819387
330,orsa,54.5153,30.4053,30.4053,89,4,1.81,BY,1722819388
331,"laikit, laikit ii (dimembe)",1.4792,124.9735,124.9735,65,20,2.57,ID,1722819389
332,san luis de la loma,17.2706,-100.8939,-100.8939,88,100,3.14,MX,1722819390
333,visby,57.6409,18.296,18.296,100,0,2.06,SE,1722819391
334,muli,2.9167,73.5667,73.5667,70,100,5.58,MV,1722819393
335,kalmunai,7.4167,81.8167,81.8167,83,15,1.85,LK,1722819349
336,scarborough,54.2797,-0.4044,-0.4044,84,66,0.89,GB,1722818906
337,malanville,11.8685,3.3899,3.3899,91,97,2.56,BJ,1722819396
338,arraial do cabo,-22.9661,-42.0278,-42.0278,90,0,11.11,BR,1722818857
